nom_prot regne type milieu
SpitheTOPz_T_B B TOP T 
StaaurTOPa_X_B B TOP X 
StaaurTOPb_X_B B TOP X 
StacarTOPa_M_B B TOP M 
StacarTOPb_M_B B TOP M 
StaepiTOPa_X_B B TOP X 
StaepiTOPb_X_B B TOP X 
StahaeTOPa_M_B B TOP M 
StahaeTOPb_M_B B TOP M 
StahelRGa_T_A A RG T 
StahelRGb_T_A A RG T 
StahelTOPz_T_A A TOP T 
StalugTOPa_X_B B TOP X 
StalugTOPb_X_B B TOP X 
StamarRGa_T_A A RG T 
StamarRGb_T_A A RG T 
StamarTOPz_T_A A TOP T 
StanasTOPz_X_B B TOP X 
StanovTOPz_X_B B TOP X 
StapseTOPa_X_B B TOP X 
StapseTOPb_X_B B TOP X 
StasapTOPa_X_B B TOP X 
StasapTOPb_X_B B TOP X 
StemalTOPz_M_B B TOP M 
StiaurTOPa_X_B B TOP X 
StiaurTOPb_X_B B TOP X 
StragaTOPz_X_B B TOP X 
StraveTOPz_M_B B TOP M 
StrbinTOPz_X_B B TOP X 
StrcatTOPz_X_B B TOP X 
StrclaTOPz_X_B B TOP X 
StrcoeTOPz_M_B B TOP M 
StrdysTOPz_X_B B TOP X 
StrequTOPz_X_B B TOP X 
StrflaTOPz_M_B B TOP M 
StrgalTOPa_X_B B TOP X 
StrgalTOPb_X_B B TOP X 
StrgorTOPz_M_B B TOP M 
StrgriTOPz_M_B B TOP M 
StrhygTOPz_X_B B TOP X 
StrinfTOPa_M_B B TOP M 
StrinfTOPb_M_B B TOP M 
StrmacTOPa_X_B B TOP X 
StrmacTOPb_X_B B TOP X 
StrmitTOPz_X_B B TOP X 
StrmonTOPa_M_B B TOP M 
StrmonTOPb_M_B B TOP M 
StrmonTOPc_M_B B TOP M 
StrmutTOPz_X_B B TOP X 
StroraTOPz_X_B B TOP X 
StrparTOPz_X_B B TOP X 
StrpasTOPz_X_B B TOP X 
StrpneTOPz_X_B B TOP X 
StrpseTOPz_X_B B TOP X 
StrpyoTOPz_X_B B TOP X 
StrrosTOPz_M_B B TOP M 
StrsalTOPz_X_B B TOP X 
StrsanTOPz_X_B B TOP X 
StrscaTOPz_X_B B TOP X 
Strsp.TOPz_X_B B TOP X 
StrsuiTOPz_X_B B TOP X 
StrtheTOPz_X_B B TOP X 
StrubeTOPz_M_B B TOP M 
StrvenTOPz_X_B B TOP X 
StrvioTOPz_M_B B TOP M 
SaciE1RGz_X_A A RG X 
SulaciTOPz_T_B B TOP T 
SulautTOPz_X_B B TOP X 
SulazoRGz_T_B B RG T 
SulazoTOPz_T_B B TOP T 
SuldelTOPz_M_B B TOP M 
SuldenTOPz_M_B B TOP M 
SulislRGa_X_A A RG X 
SulislRGb_X_A A RG X 
SulislTOPz_X_A A TOP X 
SulkujTOPz_M_B B TOP M 
SulsolTOPa_T_A A TOP T 
SulsolTOPb_T_A A TOP T 
Sul.E1TOPz_M_B B TOP M 
Sulsp.RGz_T_B B RG T 
Sulsp.TOPz_T_B B TOP T 
SultokTOPa_T_A A TOP T 
SultokTOPb_T_A A TOP T 
SymtheTOPa_T_B B TOP T 
SymtheTOPb_T_B B TOP T 
SynaciTOPz_M_B B TOP M 
SyneloTOPz_M_B B TOP M 
SynfumTOPz_M_B B TOP M 
SynglyTOPa_M_B B TOP M 
SynglyTOPb_M_B B TOP M 
SynlipTOPz_T_B B TOP T 
Syn.E1TOPz_X_B B TOP X 
Synsp.TOPz_X_B B TOP X 
SynwolTOPa_X_B B TOP X 
SynwolTOPb_X_B B TOP X 
TanforTOPa_M_B B TOP M 
TanforTOPb_M_B B TOP M 
TanforTOPc_M_B B TOP M 
TayasiTOPz_X_B B TOP X 
TayequTOPz_X_B B TOP X 
TepaceTOPa_X_B B TOP X 
TepaceTOPb_X_B B TOP X 
TersaaTOPz_X_B B TOP X 
TerturTOPz_M_B B TOP M 
TethalTOPa_X_B B TOP X 
TethalTOPb_X_B B TOP X 
TethalTOPc_X_B B TOP X 
Thasp.TOPa_M_B B TOP M 
Thasp.TOPb_M_B B TOP M 
TaciE1TOPz_T_A A TOP T 
TheaciTOPz_T_B B TOP T 
TheafrRGz_T_B B RG T 
TheafrTOPz_T_B B TOP T 
TheaggRGa_T_A A RG T 
TheaggRGb_T_A A RG T 
TheaggTOPz_T_A A TOP T 
ThealbRGz_T_B B RG T 
ThealbTOPz_T_B B TOP T 
TheammRGz_T_B B RG T 
TheammTOPz_T_B B TOP T 
ThebarRGz_X_A A RG X 
ThebarTOPz_X_A A TOP X 
ThebisTOPz_T_B B TOP T 
ThebroTOPz_T_B B TOP T 
ThecurTOPz_T_B B TOP T 
TheeloTOPz_T_B B TOP T 
ThefusTOPz_T_B B TOP T 
ThegamRGz_T_A A RG T 
ThegamTOPz_T_A A TOP T 
ThegeoRGz_X_B B RG X 
ThegeoTOPz_X_B B TOP X 
TheindRGz_T_B B RG T 
TheindTOPz_T_B B TOP T 
TheitaTOPz_T_B B TOP T 
ThekodTOPa_X_A A TOP X 
ThekodTOPb_X_A A TOP X 
TheletTOPz_T_B B TOP T 
ThelieTOPz_T_B B TOP T 
TmarE1TOPz_T_B B TOP T 
ThemarTOPa_X_B B TOP X 
ThemarTOPb_X_B B TOP X 
ThematTOPz_T_B B TOP T 
ThemelTOPz_T_B B TOP T 
ThenapRGz_T_B B RG T 
ThenapTOPz_T_B B TOP T 
TheneaRGz_T_B B RG T 
TheneaTOPz_T_B B TOP T 
TheoceTOPz_T_B B TOP T 
TheonnRGz_T_A A RG T 
TheonnTOPz_T_A A TOP T 
ThepenRGz_T_A A RG T 
ThepenTOPz_T_A A TOP T 
ThepetRGz_T_B B RG T 
ThepetTOPz_T_B B TOP T 
ThepotTOPz_T_B B TOP T 
ThepseTOPz_T_B B TOP T 
TherosTOPz_T_B B TOP T 
ThescoTOPz_T_B B TOP T 
ThesibRGz_T_A A RG T 
ThesibTOPz_T_A A TOP T 
The.E1RGz_T_B B RG T 
The.E1TOPz_T_B B TOP T 
The.E2RGz_X_B B RG X 
The.E2TOPz_X_B B TOP X 
The.E3TOPz_T_B B TOP T 
Thesp.RGz_X_A A RG X 
Thesp.TOPz_X_A A TOP X 
TtenE1TOPa_T_B B TOP T 
TtenE1TOPb_T_B B TOP T 
ThetenRGz_X_A A RG X 
ThetenTOPz_X_A A TOP X 
TheterTOPz_T_B B TOP T 
TtheE1RGz_T_B B RG T 
TtheE1TOPz_T_B B TOP T 
TtheE2TOPz_X_B B TOP X 
ThetheTOPz_X_B B TOP X 
TheuzoRGz_X_A A RG X 
TheuzoTOPz_X_A A TOP X 
ThevolTOPz_T_A A TOP T 
ThewieTOPz_T_B B TOP T 
ThexylTOPz_T_B B TOP T 
TheyelTOPz_T_B B TOP T 
ThiarsTOPa_X_B B TOP X 
ThiarsTOPb_X_B B TOP X 
ThicruTOPz_M_B B TOP M 
ThicycTOPz_X_B B TOP X 
ThidenTOPz_M_B B TOP M 
ThiintTOPa_M_B B TOP M 
ThiintTOPb_M_B B TOP M 
Thisp.TOPa_X_B B TOP X 
Thisp.TOPb_X_B B TOP X 
TolaueTOPa_M_B B TOP M 
TolaueTOPb_M_B B TOP M 
TreazoTOPz_M_B B TOP M 
TrebreTOPz_X_B B TOP X 
TrecalTOPz_X_B B TOP X 
TredenTOPz_M_B B TOP M 
TrepalTOPz_M_B B TOP M 
TreparTOPz_M_B B TOP M 
TrepriTOPz_M_B B TOP M 
TresucTOPa_M_B B TOP M 
TresucTOPb_M_B B TOP M 
TrieryTOPz_X_B B TOP X 
TrowhiTOPz_M_B B TOP M 
TruradTOPz_T_B B TOP T 
TsupauTOPz_M_B B TOP M 
UncmetTOPa_X_A A TOP X 
UncmetTOPb_X_A A TOP X 
UncterTOPz_X_B B TOP X 
UreparTOPz_M_B B TOP M 
UreureTOPz_M_B B TOP M 
UstmayTOPz_X_E E TOP X 
VarparTOPz_M_B B TOP M 
VeiparTOPa_X_B B TOP X 
VeiparTOPb_X_B B TOP X 
VereisTOPz_M_B B TOP M 
VermarTOPz_X_B B TOP X 
VesokuTOPz_X_B B TOP X 
VibangTOPa_X_B B TOP X 
VibangTOPb_X_B B TOP X 
VibchoTOPa_X_B B TOP X 
VibchoTOPb_X_B B TOP X 
VibfisTOPa_M_B B TOP M 
VibfisTOPb_M_B B TOP M 
VibfurTOPa_X_B B TOP X 
VibfurTOPb_X_B B TOP X 
VibparTOPa_X_B B TOP X 
VibparTOPb_X_B B TOP X 
Vibsp.TOPa_X_B B TOP X 
Vibsp.TOPb_X_B B TOP X 
VibsplTOPa_X_B B TOP X 
VibsplTOPb_X_B B TOP X 
VibvulTOPa_X_B B TOP X 
VibvulTOPb_X_B B TOP X 
VuldisRGz_T_A A RG T 
VuldisTOPz_T_A A TOP T 
VulmouRGz_X_A A RG X 
VulmouTOPz_X_A A TOP X 
WadchoTOPa_X_B B TOP X 
WadchoTOPb_X_B B TOP X 
WeevirTOPa_M_B B TOP M 
WeevirTOPb_M_B B TOP M 
WeikorTOPa_X_B B TOP X 
WeikorTOPb_X_B B TOP X 
WolpipTOPz_X_B B TOP X 
Wolsp.TOPz_X_B B TOP X 
WolsucTOPz_M_B B TOP M 
XanalbTOPz_M_B B TOP M 
XanautTOPz_M_B B TOP M 
XanaxoTOPa_X_B B TOP X 
XanaxoTOPb_X_B B TOP X 
XancamTOPz_X_B B TOP X 
XanoryTOPz_X_B B TOP X 
XenbovTOPa_M_B B TOP M 
XenbovTOPb_M_B B TOP M 
XenbovTOPc_M_B B TOP M 
XenlaeTOPz_X_E E TOP X 
XennemTOPa_M_B B TOP M 
XennemTOPb_M_B B TOP M 
XennemTOPc_M_B B TOP M 
XennemTOPd_M_B B TOP M 
XennemTOPe_M_B B TOP M 
XennemTOPf_M_B B TOP M 
XylcelTOPz_X_B B TOP X 
XylfasTOPa_X_B B TOP X 
XylfasTOPb_X_B B TOP X 
YerentTOPa_X_B B TOP X 
YerentTOPb_X_B B TOP X 
YpesE1TOPa_X_B B TOP X 
YpesE1TOPb_X_B B TOP X 
YerpesTOPa_X_B B TOP X 
YerpesTOPb_X_B B TOP X 
YerpseTOPa_M_B B TOP M 
YerpseTOPb_M_B B TOP M 
ZobgalTOPa_M_B B TOP M 
ZobgalTOPb_M_B B TOP M 
ZunproTOPz_M_B B TOP M 
ZymmobTOPz_X_B B TOP X 
[EucylTOPa_X_B B TOP X 
[EucylTOPb_X_B B TOP X 
butbacTOPz_M_B B TOP M 
gamproTOPa_X_B B TOP X 
gamproTOPb_X_B B TOP X 
